,StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,DistributionChannel,UserLanguage,consent,Q98_First.Click,Q98_Last.Click,Q98_Page.Submit,Q98_Click.Count,PK_1_1,PK_1_2,PK_1_3,PK_1_4,agree_1,informed_1_1,informed_1_2,informed_1_3,informed_1_4,accurate_1,believable_1,trustworthy_1,factual_1,Q99_First.Click,Q99_Last.Click,Q99_Page.Submit,Q99_Click.Count,PK_1imprint_1,PK_1imprint_2,PK_1imprint_3,PK_1imprint_4,agree_1imprint,informed_1imprint_1,informed_1imprint_2,informed_1imprint_3,informed_1imprint_4,accurate_1imprint,believable_1imprint,trustworthy_1imprint,factual_1imprint,Q121_First.Click,Q121_Last.Click,Q121_Page.Submit,Q121_Click.Count,PK_2imprint_1,PK_2imprint_2,PK_2imprint_3,PK_2imprint_4,agree_2imprint,informed_2imprint_1,informed_2imprint_2,informed_2imprint_3,informed_2imprint_4,informed_2imprint_5,accurate_2imprint,believable_2imprint,trustworthy_2imprint,factual_2imprint,Q122_First.Click,Q122_Last.Click,Q122_Page.Submit,Q122_Click.Count,PK_2_1,PK_2_2,PK_2_3,PK_2_4,agree_2,informed_2_1,informed_2_2,informed_2_3,informed_2_4,informed_2_5,accurate_2,believable_2,trustworthy_2,factual_2,Q123_First.Click,Q123_Last.Click,Q123_Page.Submit,Q123_Click.Count,PK_3_1,PK_3_2,PK_3_3,PK_3_4,agree_3,informed_3_1,informed_3_2,informed_3_3,informed_3_4,accurate_3,believable_3,trustworthy_3,factual_3,Q124_First.Click,Q124_Last.Click,Q124_Page.Submit,Q124_Click.Count,PK_3imprint_1,PK_3imprint_2,PK_3imprint_3,PK_3imprint_4,agree_3imprint,informed_3imprint_1,informed_3imprint_2,informed_3imprint_3,informed_3imprint_4,accurate_3imprint,believable_3imprint,trustworthy_3imprint,factual_3imprint,Q125_First.Click,Q125_Last.Click,Q125_Page.Submit,Q125_Click.Count,PK_4imprint_1,PK_4imprint_2,PK_4imprint_3,PK_4imprint_4,agree_4imprint,informed_4imprint_1,informed_4imprint_2,informed_4imprint_3,informed_4imprint_4,accurate_4imprint,believable_4imprint,trustworthy_4imprint,factual_4imprint,Q126_First.Click,Q126_Last.Click,Q126_Page.Submit,Q126_Click.Count,PK_4_1,PK_4_2,PK_4_3,PK_4_4,agree_4,informed_4_1,informed_4_2,informed_4_3,informed_4_4,accurate_4,believable_4,trustworthy_4,factual_4,election_reg,recall_num,recall_name,useful_rank_1,useful_rank_2,useful_rank_3,useful_rank_4,useful_rank_5,useful_rank_6,useful_rank_6_TEXT,reg_know,EPE_1,EPE_2,EPE_3,EPE_4,EPE_5,open_q,partyID,partyID_12_TEXT,age,gender,education,education_6_TEXT,general_confidence_1,general_confidence_2,general_confidence_3,general_confidence_4,general_confidence_5,general_confidence_6,general_confidence_7,general_confidence_8,general_confidence_9,democracy,political_interest,external_efficacy,internal_efficacy,SM_use,SM_frequency_1,Training.condition,Advert.1,Advert.2,Advert.3,Advert.4,Time.taken,Fluent.languages,age_sample,sex_sample,Ethnicity.simplified,Country.of.birth,Country.of.residence,Nationality,Language,Student.status,Employment.status
139,29/03/2024 04:37,29/03/2024 04:58,100,1224,TRUE,29/03/2024 04:58,anonymous,EN,I agree to the above statements and consent to participating in this study,78.881,81.123,81.126,2,Agree,Strongly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,2,2,1,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,6.408,6.408,6.411,1,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Somewhat agree,Agree,Agree,1,1,1,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,8.506,8.506,8.508,1,Disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,4,4,3,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,3.059,6.22,6.222,2,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,4,4,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Mostly insufficient,Not sure,Campaign for a better Britain,3,4,2,6,1,5,,Not sure,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,none,I do not identify with any political party,,40,Female,"GCSE level, or equivalent",,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Very dissatisfied,Not at all interested,Not at all ,Not at all ,"None, No time at all ","More than five times a day	",0,0,1,0,1,1234,English,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
140,27/03/2024 04:58,27/03/2024 05:13,100,887,TRUE,27/03/2024 05:13,anonymous,EN,I agree to the above statements and consent to participating in this study,37.84,37.84,37.845,1,Slightly disagree,Strongly agree,Slightly disagree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,5,6,3,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,36.845,36.845,36.849,1,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,4,5,3,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,31.252,31.252,31.255,1,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,6,6,5,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,59.573,64.821,64.824,2,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Somewhat agree,Disagree,Agree,6,6,4,4,No opinion/not sure,3,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1,2,3,5,4,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,who sponsors the candidates,Labour,,54,Female,"GCSE level, or equivalent",,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,A little dissatisfied,Fairly interested,A little ,Not at all ,1 to 2 hours ,"More than five times a day	",1,0,1,1,0,902,English,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
141,27/03/2024 04:31,27/03/2024 04:43,100,681,TRUE,27/03/2024 04:43,anonymous,EN,I agree to the above statements and consent to participating in this study,26.343,26.343,26.348,1,Agree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Agree,6,2,1,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,24.211,24.211,24.213,1,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Somewhat agree,Strongly disagree,2,2,2,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,224.426,224.426,224.429,1,Agree,Strongly agree,Slightly agree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Somewhat agree,Agree,3,5,2,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,36.059,36.059,36.061,1,Disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Somewhat disagree,Agree,Neither agree nor disagree,2,5,1,1,Completely insufficient,Not sure,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",4,5,2,6,1,3,,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Its source and who they are funded by,I do not identify with any political party,,69,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Somewhat agree,A little dissatisfied,Fairly interested,A little ,A little ,1/2 hour to 1 hour ,"Once every couple of days	",0,0,1,1,0,687,English,68,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
142,27/03/2024 04:43,27/03/2024 04:50,100,417,TRUE,27/03/2024 04:50,anonymous,EN,I agree to the above statements and consent to participating in this study,9.413,9.413,9.417,1,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,2,2,1,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,15.952,15.952,15.956,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,1,1,1,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,28.838,28.838,28.844,1,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly disagree,Strongly agree,Neither agree nor disagree,6,6,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,38.43,38.43,38.434,1,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,2,2,2,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Completely insufficient,1,Breaking Barriers Alliance,1,2,5,4,3,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,I would suggest fact checkers but who checks the fact checkers facts?!,I do not identify with any political party,,45,Female,"Postgraduate (e.g. M.Sc, Ph.D)",,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,A little dissatisfied,Fairly interested,A little ,A lot ,1/2 hour to 1 hour ,"Once every couple of days	",1,0,1,0,1,425,English,44,Female,White,Ireland,United Kingdom,Ireland,English,No,Part-Time
143,27/03/2024 05:01,27/03/2024 05:13,100,719,TRUE,27/03/2024 05:13,anonymous,EN,I agree to the above statements and consent to participating in this study,18.329,18.329,18.34,1,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,5,5,4,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,44.289,44.289,44.292,1,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,4,5,4,3,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,38.042,38.042,38.067,1,Disagree,Agree,Disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,6,7,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,56.331,56.331,56.336,1,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,5,5,4,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,No opinion/not sure,2,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1,4,3,2,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,,Green Party,,28,Non-binary / third gender,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Disagree,Disagree,Strongly disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,A little dissatisfied,Slightly interested,Not at all ,A little ,Less than 1/2 hour ,2-5 times a day,0,0,1,0,1,728,English,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
144,27/03/2024 04:58,27/03/2024 05:09,100,685,TRUE,27/03/2024 05:09,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,24.429,24.429,24.43,1,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,6,6,4,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,53.645,53.645,53.647,1,Disagree,Agree,Disagree,Agree,Somewhat disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,3,4,2,1,16.427,16.427,16.429,1,Disagree,Slightly agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,4,6,3,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,43.512,43.512,43.514,1,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,5,5,4,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Mostly insufficient,2,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1,2,5,3,4,6,,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",Agree,Agree,Agree,Agree,Strongly agree,Appreciate this is lazy of me but after the name & address of the promoter a web site where to find out more about the promoter would save me searching for it,Scottish National Party (SNP),,60,Female,"Postgraduate (e.g. M.Sc, Ph.D)",,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Very dissatisfied,Very interested ,A moderate amount  ,Not at all ,1 to 2 hours ,Less than once a week,1,1,0,0,1,691,English,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
145,27/03/2024 04:56,27/03/2024 05:05,100,533,TRUE,27/03/2024 05:05,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,17.378,17.378,17.381,1,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,3,3,3,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,30.445,30.445,30.448,1,Slightly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Agree,Strongly disagree,1,1,1,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,16.56,16.56,16.564,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,2,4,3,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,11.095,11.095,11.097,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,4,4,4,1,Mostly insufficient,Not sure,"Future First,Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",5,3,2,1,4,6,,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,The actual author and any political affiliations or potential conflicts of interest,I do not identify with any political party,,54,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,A little dissatisfied,Not very interested,A little ,A little ,Less than 1/2 hour ,Less than once a week,1,1,0,1,0,542,English,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
146,27/03/2024 04:56,27/03/2024 05:10,100,883,TRUE,27/03/2024 05:10,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,42.705,42.705,42.711,1,Disagree,Strongly agree,Disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,2,1,1,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,80.799,80.799,80.803,1,Slightly disagree,Agree,Slightly disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,2,3,3,1,22.15,47.676,47.68,2,Slightly disagree,Agree,Slightly disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,5,6,6,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,58.674,58.674,58.677,1,Slightly agree,Slightly agree,Slightly agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,6,6,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Slightly sufficient,1,Campaign for a better Britain,1,2,3,4,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Who is behind the campaign,Conservative,,75,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,A little dissatisfied,Fairly interested,A moderate amount  ,A moderate amount  ,1/2 hour to 1 hour ,Never,0,1,0,0,1,893,English,74,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
147,27/03/2024 04:51,27/03/2024 05:01,100,570,TRUE,27/03/2024 05:01,anonymous,EN,I agree to the above statements and consent to participating in this study,30.614,30.614,30.619,1, Disagree,Strongly agree, Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,2,1,1,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,35.094,35.094,35.098,1,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,2,3,2,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,25.239,25.239,25.242,1,Disagree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,5,5,3,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,44.752,44.752,44.755,1,Slightly agree,Strongly agree,Slightly agree,Agree,Somewhat agree,Strongly agree,Agree,Disagree,Agree,5,5,5,1,Mostly insufficient,2,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1,2,4,3,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat agree,Agree,Somewhat agree,Strongly disagree,Strongly agree,Links to official factchecking sources from regulated websites,Labour,,45,Female,"Postgraduate (e.g. M.Sc, Ph.D)",,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,A little dissatisfied,Fairly interested,A little ,A moderate amount  ,1/2 hour to 1 hour ,"Once every couple of days	",1,0,1,1,0,576,English,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
148,27/03/2024 04:13,27/03/2024 04:24,100,656,TRUE,27/03/2024 04:24,anonymous,EN,I agree to the above statements and consent to participating in this study,21.587,21.587,21.592,1,Slightly agree,Strongly agree,Slightly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,6,6,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,35.029,35.029,35.032,1,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,4,5,4,3,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,16.85,16.85,16.853,1,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,6,7,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,62.964,62.964,62.966,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,5,5,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Mostly insufficient,1,"Common Sense Collective,Campaign for a better Britain",1,2,4,3,5,6,,Not sure,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Independent verification,Labour,,78,Female,"A-level, or equivalent",,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Very dissatisfied,Very interested ,A moderate amount  ,A little ,More than 2 hours ,2-5 times a day,0,0,1,0,1,663,English,77,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
149,27/03/2024 05:22,27/03/2024 05:35,100,770,TRUE,27/03/2024 05:35,anonymous,EN,I agree to the above statements and consent to participating in this study,16.272,37.162,37.166,10,Slightly disagree,Agree,Neither agree nor disagree,Slightly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,5,5,5,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,38.402,39.714,39.716,2,Slightly agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,4,4,4,4,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,27.369,53.827,53.83,5,Neither agree nor disagree,Agree,Slightly disagree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,2,2,2,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,56.505,57.887,57.89,2,Neither agree nor disagree,Strongly agree,Slightly disagree,Agree,Somewhat agree,Agree,Agree,Strongly disagree,Agree,5,5,5,4,Slightly insufficient,2,"Future First,Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1,3,4,2,5,6,other politicians,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,details of making the claims and source of proof,Scottish National Party (SNP),,72,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,A little dissatisfied,Slightly interested,A little ,A little ,Less than 1/2 hour ,2-5 times a day,1,0,1,1,0,779,English,71,Male,White,United Kingdom,"United Kingdom, United Kingdom",United Kingdom,English,No,Full-Time
150,29/03/2024 04:37,29/03/2024 05:06,100,1748,TRUE,29/03/2024 05:06,anonymous,EN,I agree to the above statements and consent to participating in this study,79.658,141.568,141.589,4,Slightly agree,Agree,Slightly agree,Slightly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,4,5,4,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,25.799,83.569,83.583,3,Slightly disagree,Agree,Slightly disagree,Slightly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,3,4,3,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,28.578,29.777,29.78,2,Slightly disagree,Agree,Slightly disagree,Slightly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,6,6,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,181.213,193.626,193.677,2,Slightly disagree,Agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4,5,4,3,Slightly insufficient,Not sure,"Voice for the People,Breaking Barriers Alliance,Campaign for a better Britain",4,3,1,2,5,6,,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Nothing ,Conservative,,59,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Fairly satisfied,Not very interested,Not at all ,A little ,Less than 1/2 hour ,"More than five times a day	",0,0,1,1,0,1757,English,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
151,27/03/2024 04:40,27/03/2024 04:53,100,808,TRUE,27/03/2024 04:53,anonymous,EN,I agree to the above statements and consent to participating in this study,40.692,40.692,40.706,1,Agree,Agree,Slightly disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,4,4,3,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,36.103,36.103,36.11,1,Slightly agree,Agree,Disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,4,6,4,3,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,26.489,26.489,26.496,1,Agree,Agree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,5,5,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,28.125,28.125,28.131,1,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,4,4,3,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Slightly insufficient,1,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1,2,3,4,5,6,,Not sure,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,source details and author,Liberal Democrat,,44,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Fairly satisfied,Slightly interested,A lot ,A little ,1/2 hour to 1 hour ,Never,0,0,1,0,1,820,English,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
