"","id","Training.condition","Advert.1","Advert.2","Advert.3","Advert.4","election_reg","recall_num","recall_correct","name_correct","name_incorrect","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","useful_rank_1","useful_rank_2","useful_rank_3","useful_rank_4","useful_rank_5","useful_rank_6","useful_rank_6_TEXT","reg_know","EPE_1","EPE_2","EPE_3","EPE_4","general_confidence_1","general_confidence_2","general_confidence_3","general_confidence_4","general_confidence_5","general_confidence_6","general_confidence_7","general_confidence_8","general_confidence_9","democracy","political_interest","external_efficacy","internal_efficacy","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","EPE_mean","political_trust","political_mistrust","political_cynicism"
"66",68,"1","0","1","1","0",3,"0","incorrect",2,1,"1","0","0","1","1","0","0","0",5,2,4,1,3,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",5,5,5,6,2,3,3,5,4,4,3,5,4,3,5,2,1,"1/2 hour to 1 hour ","2-5 times a day","Conservative",72,"Male","GCSE level, or equivalent","White",5.25,2.66666666666667,4.33333333333333,4
"67",69,"0","0","1","1","0",4,"3","incorrect",3,0,"1","1","1","0","0","0","0","0",2,1,3,4,5,6,"","Not sure",6,6,6,5,4,5,5,2,3,6,6,5,5,3,4,2,3,"Less than 1/2 hour ","2-5 times a day","Scottish National Party (SNP)",76,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",5.75,4.66666666666667,3.66666666666667,5.33333333333333
"68",70,"0","1","0","0","1",3,"2","correct",4,0,"1","1","1","1","0","0","0","0",1,3,4,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,5,4,3,4,4,4,4,5,4,6,5,2,5,2,2,"1 to 2 hours ","Once a week	","Labour",60,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",5.25,3.66666666666667,4.33333333333333,5
"69",71,"0","0","1","0","1",4,"4","incorrect",2,0,"1","0","0","1","0","0","0","0",2,1,3,5,4,6,"","Not sure",3,3,3,4,1,2,2,2,4,4,7,7,7,1,2,1,1,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",72,"Female","GCSE level, or equivalent","Other",3.25,1.66666666666667,3.33333333333333,7
"70",73,"0","0","1","0","1",2,"1","incorrect",1,0,"0","0","0","1","0","0","0","0",1,3,5,2,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",1,1,1,1,1,1,1,1,2,5,7,7,7,1,4,1,1,"Less than 1/2 hour ","Once a day	","Labour",41,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,1,2.66666666666667,7
"71",74,"1","1","0","0","1",2,"3","incorrect",2,0,"1","1","0","0","0","0","0","0",1,3,4,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,2,3,2,3,2,4,4,5,7,6,5,2,3,1,1,"Less than 1/2 hour ","Never","Liberal Democrat",67,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2.75,2.33333333333333,4.33333333333333,6
"72",75,"1","1","0","1","0",3,"Not sure","incorrect",2,2,"1","0","1","0","1","0","1","0",1,2,5,4,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,5,5,5,1,5,6,5,3,4,5,6,4,2,4,2,1,"1 to 2 hours ","More than five times a day	","Labour",47,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.25,4,4,5
"73",76,"1","1","0","1","0",4,"Not sure","incorrect",4,0,"1","1","1","1","0","0","0","0",6,3,1,2,5,4,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",6,6,6,7,1,2,1,5,6,7,7,7,7,1,5,1,1,"1/2 hour to 1 hour ","Never","I do not identify with any political party",64,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6.25,1.33333333333333,6,7
"74",77,"1","0","1","1","0",3,"4","incorrect",4,0,"1","1","1","1","0","0","0","0",1,2,4,3,5,6,"","Not sure",3,4,5,5,3,2,2,5,5,5,6,6,6,2,5,1,2,"1 to 2 hours ","2-5 times a day","Conservative",56,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",4.25,2.33333333333333,5,6
"75",78,"1","1","0","1","0",1,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",4,3,1,2,5,6,"","Not sure",2,2,2,2,2,1,1,2,3,3,7,7,7,1,4,1,1,"1/2 hour to 1 hour ","Never","I do not identify with any political party",56,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,1.33333333333333,2.66666666666667,7
"76",79,"1","0","1","0","1",5,"0","incorrect",0,1,"0","0","0","0","0","1","0","0",3,6,1,5,2,4,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",2,5,6,5,1,2,1,2,3,3,7,7,6,2,1,1,3,"Less than 1/2 hour ","Less than once a week","Conservative",64,"Male","GCSE level, or equivalent","White",4.5,1.33333333333333,2.66666666666667,6.66666666666667
"77",80,"0","1","0","1","0",5,"0","incorrect",0,0,"0","0","0","0","0","0","0","0",5,1,3,2,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,4,5,4,4,5,5,7,5,5,1,3,1,4,"1 to 2 hours ","Once a day	","I do not identify with any political party",37,"Female","A-level, or equivalent","Asian",5,4.33333333333333,4.66666666666667,5.66666666666667
"78",81,"1","1","0","0","1",5,"4","incorrect",4,0,"1","1","1","1","0","0","0","0",2,3,4,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,4,4,4,3,4,3,4,6,6,6,3,5,2,1,"Less than 1/2 hour ","2-5 times a day","Labour",58,"Female","GCSE level, or equivalent","White",4.75,3.66666666666667,3.66666666666667,6
"79",82,"0","0","1","1","0",3,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",4,3,1,2,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,3,5,3,2,3,2,2,2,4,6,6,5,3,3,1,1,"Less than 1/2 hour ","Less than once a week","Labour",64,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.5,2.33333333333333,2.66666666666667,5.66666666666667
"80",83,"0","0","1","0","1",2,"1","incorrect",3,0,"1","0","1","1","0","0","0","0",1,3,4,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,2,2,2,3,2,3,2,5,5,6,6,2,4,3,2,"Less than 1/2 hour ","2-5 times a day","Labour",39,"Female","A-level, or equivalent","White",2.5,2.33333333333333,3.33333333333333,5.66666666666667
"81",84,"1","0","1","1","0",3,"3","incorrect",3,0,"1","0","1","1","0","0","0","0",5,1,2,3,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,4,4,4,3,4,2,5,4,5,6,5,5,1,5,2,1,"1/2 hour to 1 hour ","2-5 times a day","Green Party",59,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",4,3,4.66666666666667,5.33333333333333
"82",85,"1","0","1","0","1",3,"2","correct",4,0,"1","1","1","1","0","0","0","0",3,2,4,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,4,5,3,4,3,4,4,5,5,4,4,1,4,1,2,"Less than 1/2 hour ","Less than once a week","Labour",47,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",4.75,3.33333333333333,4.33333333333333,4.33333333333333
"83",86,"1","0","1","0","1",2,"0","incorrect",3,0,"1","0","1","1","0","0","0","0",1,2,4,3,6,5,"politicians","Not sure",6,6,7,7,2,2,2,5,4,5,6,6,6,1,4,2,2,"1 to 2 hours ","Once every couple of days	","I do not identify with any political party",67,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",6.5,2,4.66666666666667,6
"84",87,"1","1","0","1","0",1,"3","incorrect",2,1,"1","0","0","1","1","0","0","0",1,2,5,4,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",7,7,6,7,4,3,4,7,6,7,5,6,6,2,5,2,1,"1 to 2 hours ","Less than once a week","Labour",66,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6.75,3.66666666666667,6.66666666666667,5.66666666666667
"85",88,"0","0","1","1","0",5,"2","correct",2,0,"0","1","0","1","0","0","0","0",3,2,4,5,1,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,6,6,1,2,2,6,5,5,7,6,6,2,3,2,3,"1/2 hour to 1 hour ","2-5 times a day","Reform UK",38,"Male","GCSE level, or equivalent","White",5.5,1.66666666666667,5.33333333333333,6.33333333333333
"86",89,"0","0","1","0","1",6,"2","correct",1,0,"0","0","0","1","0","0","0","0",3,1,5,2,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",5,5,5,5,5,6,4,6,5,6,6,6,5,2,5,2,2,"1 to 2 hours ","Never","Labour",70,"Male","No formal qualifications","White",5,5,5.66666666666667,5.66666666666667
"87",90,"0","0","1","0","1",3,"3","incorrect",4,0,"1","1","1","1","0","0","0","0",3,2,4,1,5,6,"","Not sure",6,6,7,6,2,4,1,3,5,5,5,6,7,1,5,1,1,"1 to 2 hours ","Never","I do not identify with any political party",51,"Female","A-level, or equivalent","White",6.25,2.33333333333333,4.33333333333333,6
"88",91,"0","0","1","1","0",3,"2","correct",1,0,"0","0","0","1","0","0","0","0",3,5,2,1,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,5,5,5,4,4,3,5,4,6,5,5,5,1,5,2,2,NA,"More than five times a day	","I do not identify with any political party",60,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,3.66666666666667,5,5
"89",92,"1","0","1","0","1",6,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",2,1,4,3,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",6,6,6,7,2,5,3,5,1,5,5,5,5,2,3,2,1,"1/2 hour to 1 hour ","Never","Labour",29,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Black",6.25,3.33333333333333,3.66666666666667,5
"90",93,"0","0","1","1","0",4,"0","incorrect",2,0,"1","1","0","0","0","0","0","0",1,2,3,4,5,6,"","Not sure",4,4,4,4,2,2,2,5,6,5,5,7,7,2,5,2,4,"Less than 1/2 hour ","2-5 times a day","Green Party",42,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,2,5.33333333333333,6.33333333333333
"91",94,"1","0","1","0","1",2,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",1,2,4,3,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",5,6,5,5,3,3,2,3,6,6,6,6,5,2,3,3,2,"1 to 2 hours ","Never","Conservative",46,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.25,2.66666666666667,5,5.66666666666667
"92",95,"0","0","1","1","0",7,"2","correct",3,0,"1","1","0","1","0","0","0","0",1,2,4,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,6,5,5,2,2,3,5,6,6,5,6,7,2,5,2,1,"1/2 hour to 1 hour ","Once a day	","Labour",56,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.25,2.33333333333333,5.66666666666667,6
"93",96,"1","0","1","0","1",3,"2","correct",3,0,"0","1","1","1","0","0","0","0",1,2,3,4,5,6,"","Not sure",5,6,5,6,6,4,3,1,3,3,5,4,5,2,4,2,2,"None, No time at all ","2-5 times a day","Labour",68,"Female","A-level, or equivalent","White",5.5,4.33333333333333,2.33333333333333,4.66666666666667
"94",97,"0","0","1","0","1",2,"0","incorrect",1,0,"0","0","1","0","0","0","0","0",2,1,5,3,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",5,5,5,5,3,4,4,3,5,5,5,5,6,2,4,3,2,"1 to 2 hours ","More than five times a day	","Conservative",67,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",5,3.66666666666667,4.33333333333333,5.33333333333333
"95",98,"1","0","1","0","1",2,"1","incorrect",1,0,"0","0","0","1","0","0","0","0",3,4,5,1,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,2,1,2,4,4,5,7,7,7,1,5,1,2,"1 to 2 hours ","Less than once a week","Reform UK",60,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,1.66666666666667,4.33333333333333,7
"96",99,"0","1","0","0","1",4,"1","incorrect",1,0,"1","0","0","0","0","0","0","0",3,1,4,5,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,1,2,3,4,4,1,2,5,4,5,7,6,3,2,1,2,"None, No time at all ","2-5 times a day","Liberal Democrat",92,"Female","A-level, or equivalent","White",2,3,3.66666666666667,6
"97",100,"0","0","1","0","1",4,"1","incorrect",1,0,"0","0","0","1","0","0","0","0",1,4,3,2,5,6,"","Not sure",2,4,4,4,3,2,2,2,4,2,5,5,6,3,2,1,2,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",43,"Female","GCSE level, or equivalent","White",3.5,2.33333333333333,2.66666666666667,5.33333333333333
"98",101,"1","0","1","0","1",1,"1","incorrect",2,0,"1","1","0","0","0","0","0","0",1,2,3,4,5,6,"","Not sure",6,4,7,4,2,1,1,4,4,5,7,7,7,1,3,1,1,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",51,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Other",5.25,1.33333333333333,4.33333333333333,7
"99",102,"0","1","0","1","0",2,"4","incorrect",3,0,"1","0","1","1","0","0","0","0",1,3,4,2,6,5,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,6,5,5,5,3,5,3,2,5,5,2,5,2,2,"1 to 2 hours ","Once a day	","Labour",58,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5.25,5,3.66666666666667,4
"100",103,"1","1","0","0","1",2,"2","correct",2,0,"1","0","0","1","0","0","0","0",5,1,6,4,2,3,"","Not sure",6,5,5,5,1,1,1,3,3,5,7,7,7,2,4,1,2,"Less than 1/2 hour ","More than five times a day	","Labour",55,"Female","GCSE level, or equivalent","White",5.25,1,3.66666666666667,7
"101",104,"0","0","1","0","1",3,"Not sure","incorrect",2,0,"1","0","0","1","0","0","0","0",2,3,6,4,5,1,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,3,4,4,1,2,1,2,5,5,6,7,7,2,2,1,1,"Less than 1/2 hour ","Once a day	","Labour",56,"Female","GCSE level, or equivalent","White",3.25,1.33333333333333,4,6.66666666666667
"102",105,"1","1","0","0","1",5,"2","correct",1,0,"0","0","1","0","0","0","0","0",3,2,4,5,1,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",4,5,5,5,3,3,3,2,2,3,6,6,6,3,2,1,1,"Less than 1/2 hour ","2-5 times a day","Green Party",42,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,3,2.33333333333333,6
"103",106,"1","0","1","0","1",4,"4","incorrect",4,0,"1","1","1","1","0","0","0","0",2,3,4,1,5,6,"","Not sure",3,5,5,5,2,1,2,6,5,7,7,7,7,1,4,1,2,"Less than 1/2 hour ","Once a week	","Reform UK",53,"Female","GCSE level, or equivalent","White",4.5,1.66666666666667,6,7
"104",107,"0","0","1","0","1",3,"4","incorrect",4,0,"1","1","1","1","0","0","0","0",1,5,2,3,4,6,"","Not sure",5,5,5,5,5,2,2,5,5,4,6,7,7,2,5,2,2,"1/2 hour to 1 hour ","2-5 times a day","Labour",66,"Male","A-level, or equivalent","White",5,3,4.66666666666667,6.66666666666667
"105",108,"0","1","0","0","1",1,"Not sure","incorrect",1,0,"0","0","1","0","0","0","0","0",1,2,4,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,4,5,3,4,2,4,5,5,6,6,6,2,3,2,2,"Less than 1/2 hour ","Once every couple of days	","I do not identify with any political party",62,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.75,3,4.66666666666667,6
"106",109,"0","1","0","0","1",1,"0","incorrect",1,0,"1","0","0","0","0","0","0","0",4,2,1,5,3,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,3,3,4,3,3,3,3,2,3,6,5,5,2,4,2,2,"Less than 1/2 hour ","2-5 times a day","Labour",44,"Female","A-level, or equivalent","White",3.25,3,2.66666666666667,5.33333333333333
