"id","Advert.1","Advert.2","Advert.3","Advert.4","Training.condition","advert","version","PK_advert","credibility","informed","agree_value","recall_num","recall_correct","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","political_interest","reg_know","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","PK1_value","PK2_value","PK3_value","PK4_value","PG_value","informed2_value","informed3_value","informed4_value","trustworthy_value","accurate_value","believable_value","factual_value","PK","recall_name","useful_rank_1"
17,"0","1","0","1","1","advert.3","0",1.5,5.5,1.33333333333333,6,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Never","Labour",43,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,1,6,5,2,1,1,5,6,6,5,3.75,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",3
17,"0","1","0","1","1","advert.4","1",1,5.25,5,6,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Never","Labour",43,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,6,6,6,3,6,6,6,6,3,3.75,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",3
18,"0","1","0","1","1","advert.1","0",3,1.75,4.66666666666667,1,"3","incorrect","1","1","1","0","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Never","Conservative",76,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,4,7,7,4,5,5,2,2,2,1,5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",3
18,"0","1","0","1","1","advert.2","1",1,4,5,5,"3","incorrect","1","1","1","0","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Never","Conservative",76,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,7,7,5,5,5,4,4,6,2,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",3
18,"0","1","0","1","1","advert.3","0",1,4,7,6,"3","incorrect","1","1","1","0","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Never","Conservative",76,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,7,4,7,7,7,2,4,5,5,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",3
18,"0","1","0","1","1","advert.4","1",1,3.25,7,4,"3","incorrect","1","1","1","0","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Never","Conservative",76,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,7,7,7,7,7,4,4,4,1,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",3
20,"1","0","1","0","1","advert.1","1",2,2.5,6,2,"4","incorrect","0","0","1","1","0","1","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Conservative",72,"Male","GCSE level, or equivalent","White",2,6,2,6,6,6,6,6,3,3,2,2,4,"The People’s movement,Speak Freely Inc.,Campaign for a better Britain",5
20,"1","0","1","0","1","advert.2","0",1,1,3.33333333333333,1,"4","incorrect","0","0","1","1","0","1","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Conservative",72,"Male","GCSE level, or equivalent","White",1,7,1,7,7,2,6,2,1,1,1,1,4,"The People’s movement,Speak Freely Inc.,Campaign for a better Britain",5
20,"1","0","1","0","1","advert.3","1",1,2.75,2,2,"4","incorrect","0","0","1","1","0","1","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Conservative",72,"Male","GCSE level, or equivalent","White",1,7,1,7,7,2,2,2,1,2,2,6,4,"The People’s movement,Speak Freely Inc.,Campaign for a better Britain",5
20,"1","0","1","0","1","advert.4","0",1,3,5.33333333333333,4,"4","incorrect","0","0","1","1","0","1","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Conservative",72,"Male","GCSE level, or equivalent","White",1,7,1,6,6,5,6,5,3,4,3,2,3.75,"The People’s movement,Speak Freely Inc.,Campaign for a better Britain",5
21,"0","1","0","1","1","advert.1","0",7,1.5,5.33333333333333,1,"4","incorrect","0","0","0","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","Never","Conservative",76,"Male","GCSE level, or equivalent","White",7,7,7,7,7,4,6,6,1,2,2,1,7,"Campaign for a better Britain",5
21,"0","1","0","1","1","advert.2","1",7,1,5.33333333333333,1,"4","incorrect","0","0","0","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","Never","Conservative",76,"Male","GCSE level, or equivalent","White",7,7,7,7,7,5,6,5,1,1,1,1,7,"Campaign for a better Britain",5
21,"0","1","0","1","1","advert.3","0",5,3.5,3,4,"4","incorrect","0","0","0","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","Never","Conservative",76,"Male","GCSE level, or equivalent","White",5,4,5,7,6,3,3,3,3,4,4,3,5.25,"Campaign for a better Britain",5
21,"0","1","0","1","1","advert.4","1",7,1.75,6,1,"4","incorrect","0","0","0","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","Never","Conservative",76,"Male","GCSE level, or equivalent","White",7,7,7,7,7,6,6,6,2,2,2,1,7,"Campaign for a better Britain",5
22,"1","0","1","0","1","advert.1","1",3.5,4,5,4,"Not sure","incorrect","1","1","0","1","0","0","0","0",1,"Not sure","None, No time at all ","Never","I do not identify with any political party",39,"Female","A-level, or equivalent","White",3,6,4,6,6,5,5,5,4,4,4,4,4.75,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",2
22,"1","0","1","0","1","advert.2","0",3,3.75,4.33333333333333,4,"Not sure","incorrect","1","1","0","1","0","0","0","0",1,"Not sure","None, No time at all ","Never","I do not identify with any political party",39,"Female","A-level, or equivalent","White",3,6,3,5,5,4,4,5,4,4,4,3,4.25,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",2
22,"1","0","1","0","1","advert.3","1",4,4.25,2.33333333333333,5,"Not sure","incorrect","1","1","0","1","0","0","0","0",1,"Not sure","None, No time at all ","Never","I do not identify with any political party",39,"Female","A-level, or equivalent","White",4,7,4,6,4,3,2,2,4,4,5,4,5.25,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",2
22,"1","0","1","0","1","advert.4","0",1,4.5,4.33333333333333,5,"Not sure","incorrect","1","1","0","1","0","0","0","0",1,"Not sure","None, No time at all ","Never","I do not identify with any political party",39,"Female","A-level, or equivalent","White",1,6,1,4,5,4,4,5,5,4,5,4,3,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",2
23,"1","0","0","1","1","advert.1","1",6.5,3,5.33333333333333,2,"1","incorrect","1","1","1","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","2-5 times a day","Conservative",72,"Female","GCSE level, or equivalent","White",7,5,6,6,5,4,6,6,2,2,1,7,6,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
23,"1","0","0","1","1","advert.2","0",6.5,2.75,5.33333333333333,2,"1","incorrect","1","1","1","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","2-5 times a day","Conservative",72,"Female","GCSE level, or equivalent","White",7,6,6,4,6,5,6,5,1,2,1,7,5.75,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
23,"1","0","0","1","1","advert.3","0",5.5,5,5.33333333333333,5,"1","incorrect","1","1","1","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","2-5 times a day","Conservative",72,"Female","GCSE level, or equivalent","White",5,6,6,5,5,6,5,5,4,5,5,6,5.5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
23,"1","0","0","1","1","advert.4","1",5,5,6.33333333333333,6,"1","incorrect","1","1","1","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","2-5 times a day","Conservative",72,"Female","GCSE level, or equivalent","White",5,6,5,5,5,7,6,6,5,6,5,4,5.25,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
24,"0","1","1","0","0","advert.1","0",4,2.25,3.33333333333333,4,"Not sure","incorrect","0","1","1","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","Conservative",40,"Female","A-level, or equivalent","White",4,6,4,6,7,3,2,5,2,3,3,1,5,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
24,"0","1","1","0","0","advert.2","1",3,2.25,3.66666666666667,4,"Not sure","incorrect","0","1","1","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","Conservative",40,"Female","A-level, or equivalent","White",3,7,3,7,7,3,3,5,3,2,3,1,5,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
24,"0","1","1","0","0","advert.3","1",4,5,4,7,"Not sure","incorrect","0","1","1","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","Conservative",40,"Female","A-level, or equivalent","White",5,7,3,6,2,5,3,4,5,4,6,5,5.25,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
24,"0","1","1","0","0","advert.4","0",3,4,4.33333333333333,5,"Not sure","incorrect","0","1","1","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","Conservative",40,"Female","A-level, or equivalent","White",3,6,3,6,6,5,3,5,4,4,4,4,4.5,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
25,"0","1","1","0","0","advert.1","0",3,2.75,6.33333333333333,5,"Not sure","incorrect","1","0","1","0","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","Labour",77,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,4,7,7,5,7,7,2,2,5,2,5,"Common Sense Collective,Speak Freely Inc.",3
25,"0","1","1","0","0","advert.2","1",4,3,4,7,"Not sure","incorrect","1","0","1","0","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","Labour",77,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,7,4,7,7,4,3,5,1,3,5,3,5.5,"Common Sense Collective,Speak Freely Inc.",3
25,"0","1","1","0","0","advert.3","1",3,4.75,4,6,"Not sure","incorrect","1","0","1","0","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","Labour",77,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,7,3,7,6,4,3,5,5,4,5,5,5,"Common Sense Collective,Speak Freely Inc.",3
25,"0","1","1","0","0","advert.4","0",2,3.75,4,5,"Not sure","incorrect","1","0","1","0","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","Labour",77,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,2,6,6,4,3,5,3,5,4,3,4,"Common Sense Collective,Speak Freely Inc.",3
26,"1","0","1","0","0","advert.1","1",7,1,5.33333333333333,1,"0","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Conservative",37,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",7,7,7,7,7,5,6,5,1,1,1,1,7,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",5
26,"1","0","1","0","0","advert.2","0",7,1,2.33333333333333,2,"0","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Conservative",37,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",7,7,7,7,7,2,2,3,1,1,1,1,7,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",5
26,"1","0","1","0","0","advert.3","1",3.5,2.75,3.66666666666667,7,"0","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Conservative",37,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,2,2,7,6,2,6,3,2,3,4,2,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",5
26,"1","0","1","0","0","advert.4","0",7,1.5,4.66666666666667,1,"0","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Conservative",37,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",7,7,7,7,7,3,6,5,1,2,2,1,7,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",5
